Membre de SDC,Catégorie,Château / Entreprise,Statut de la demande,Pôle concerné,Prénom,Nom,Région,Mail,Poste,Téléphone ,Nombre de bouteilles,Logistique,Suivi des étapes,Contexte de la demande/commentaires,Région/Appellation,Aspect RSE,Possible de démarcher à nouveau ? ,"Si oui, quel type ? "
Antoine/Cédric,Démarchage en nature,Chateau d'Aqueria,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 Magnums,,,,,
Antoine/Cédric,Démarchage en nature,Mas de Nage (famille Gassier),Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Christophe Lindenlaub,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Mathieu Apffel,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Areetxea,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Michez,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Cave du Roi Dagobert,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne David Léclapart,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Cave Vinicole de Turckheim,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Sanger,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Vignobles Denis BARRAUD,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château Haut-Brion - Château Quintus - Château La Mission Haut-Brion,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne PASCAL AGRAPART,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Gresser,Validé,Défi de Bacchus,,,,,,,6,Récupérées par Allan,6 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Château Cantemerle/Château Corbin ,Validé,Défi de Bacchus,,,,,,,12,Récupérées par Louise,12 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Jacques Selosse,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Champagne Françoise Bedel et Fils,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Terra Vita Vinum,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Balansa,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine de Grange Neuve,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Ecu,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Egiategia,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Vigne Claudine,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Antoine/Cédric,Démarchage en nature,Château La Rose Perrière,Validé,Défi de Bacchus,,,,,,,3,Récupérées par Allan,3 bouteilles,,,,,
Antoine/Cédric,Démarchage en nature,Domaine Cinquau,Validé,Défi de Bacchus,,,,,,,12,Récupérées par Allan,12 bouteilles,,Sauternes,,,
Antoine/Cédric,Démarchage en nature,Domaine du coulet (Mathieu Barret),Validé,Défi de Bacchus,,,,,,,1,Récupérées par Allan,1 bouteille,,,,,
Antoine/Cédric,Démarchage en nature,Laurent Perrier,"Contacté, refus",Défi de Bacchus,,,,,,,,,,,,,,
Martin,Démarchage en nature,Château d'Yquem,"Contacté, sans réponse",Défi de Bacchus,Valérie,Lailheugue,,valerie.lailheugue@yquem.fr,,,,,,,,,,
Eva,Démarchage en nature,Bernard Baudry ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Baudry & Dutour,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Beau Séjour,"Contacté, refus",Défi de Bacchus,,,,,,,,,"Nous sommes honorés que vous ayez pensé au Domaine Beauséjour pour ce concours, qui est très réputé je le sais. Malheureusement, c’est un peu tôt pour nous : j’ai repris en effet le Domaine il y a 2 ans, mais nos vins sont toujours en cours d’élevage…",,,,,
Eva,Démarchage en nature,Clos des capucins,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine du colombier,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine de la commanderie,"Contacté, refus",Défi de Bacchus,,,,,,,,,,Veulent pas envoyer gratuitement ,,,,
Eva,Démarchage en nature,Couly Dutheil ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Patrick Barc,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Fabrice Gasnier,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Gouron,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Grosbois,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Patrick Lambert,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Angélique Léon,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,La Noblaie,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Plouzeau,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,l'R,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Touraine,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Vaugaudry,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Château ANGLUDET,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Château Boyd-Cantenac,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Château Ferriere,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Château Issan,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Château Kirwan,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Château Lascombes,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Mongravey,Validé,Défi de Bacchus,,,,,,,6,,Château Mongravey 2020 AOC Margaux Cru Bourgeois Supérieur,,,,,
Eva,Démarchage en nature,Palmer,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Pontac-Lynch,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Château Pouget,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Chateau Prieuré-Lichine – Margaux,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,CHÂTEAU RAUZAN-GASSIES,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Château Tayac,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Bourgeois ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Hubert Brochard ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Cave de Sancerre,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine de la Chézatte,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Daniel Chotard,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Lucien Crochet,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Fouassier,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Fournier Père et Fils ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Girault,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Gitton,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Jérôme Godon,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Alain Gueneau,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Marc Guérin,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Serge Laloue,Validé,Défi de Bacchus,,,,contact@serge-laloue.fr,,33248799410.0,6,Sancerre Blanc Cuvée Silex 2022,Bouteilles reçues,,,,,
Eva,Démarchage en nature,Domaine Laporte,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Moulin des Vrillères,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Eric Louis,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Maison Millet,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Henry Natter,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine André Neveu,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Roger et Didier Raimbault ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Reverdy Ducroux,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Paul Thomas ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Domaine Tinel-Blondelet ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Morille Luneau ,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
Eva,Démarchage en nature,Grand Mouton,"Contacté, sans réponse",Défi de Bacchus,,,,,,,,,,,,,,
